district,statewide_d_pct,win_prob,sigma_i,sigma_source,incumbency_shift
73,42.0,0.0031,0.046243258224299005,prior_only,0.0
68,42.0,0.0027,0.046243258224299005,prior_only,0.0
57,42.0,0.0003,0.0386898982492774,shrunk_2pt,0.0
59,42.0,0.0016,0.046243258224299005,prior_only,0.0
70,42.0,0.0001,0.0390067544937981,shrunk_2pt,0.0
65,42.0,0.0008,0.046243258224299005,prior_only,0.0
56,42.0,0.0001,0.03954543516689933,shrunk_2pt,0.0
74,42.0,0.0001,0.03885677339974896,shrunk_2pt,0.0
45,42.0,0.0001,0.039497491958850224,shrunk_2pt,0.0
61,42.0,0.0002,0.040505534023629886,shrunk_2pt,0.0
54,42.0,0.0003,0.042460330670396784,shrunk_2pt,0.0
66,42.0,0.0001,0.03881097456312374,shrunk_2pt,0.0
99,42.0,0.0002,0.041880751839472014,shrunk_2pt,0.0
47,42.0,0.0001,0.04075872356366718,shrunk_2pt,0.0
50,42.0,0.0006,0.046243258224299005,prior_only,0.0
48,42.0,0.0,0.03870392324480088,shrunk_2pt,0.0
95,42.0,0.0005,0.04844025308913485,shrunk_2pt,0.0
46,42.0,0.0,0.03869169947985534,shrunk_2pt,0.0
88,42.0,0.0,0.026258343170883415,shrunk_4pt,0.0
62,42.0,0.0,0.038787270068147854,shrunk_2pt,0.0
86,42.0,0.0,0.02042796468887392,shrunk_4pt,0.0
94,42.0,0.0001,0.052099588641748774,shrunk_2pt,0.0
67,42.0,0.0,0.046243258224299005,prior_only,0.0
92,42.0,0.0,0.046243258224299005,prior_only,0.0
96,42.0,0.0,0.040050704265211595,shrunk_2pt,0.0
77,42.0,0.0,0.03869087436772964,shrunk_2pt,0.0
51,42.0,0.0,0.046243258224299005,prior_only,0.0
76,42.0,0.0,0.046243258224299005,prior_only,0.0
71,42.0,0.0,0.038781463130462705,shrunk_2pt,0.0
30,42.0,0.0,0.02806587660059381,shrunk_3pt,0.0
97,42.0,0.0,0.039069238137432856,shrunk_2pt,0.0
12,42.0,0.0,0.046243258224299005,prior_only,0.0
79,42.0,0.0,0.038729145337064154,shrunk_2pt,0.0
81,42.0,0.0,0.046243258224299005,prior_only,0.0
55,42.0,0.0,0.03971511677106638,shrunk_2pt,0.0
83,42.0,0.0,0.03613161278105033,shrunk_3pt,0.0
90,42.0,0.0004,0.07715327858788477,shrunk_3pt,0.0
78,42.0,0.0,0.046243258224299005,prior_only,0.0
98,42.0,0.0,0.046243258224299005,prior_only,0.0
69,42.0,0.0,0.0411616812319351,shrunk_2pt,0.0
93,42.0,0.0,0.046243258224299005,prior_only,0.0
63,42.0,0.0,0.03880601126809399,shrunk_2pt,0.0
80,42.0,0.0,0.02661148274072227,shrunk_3pt,0.0
40,42.0,0.0,0.044010025410574784,shrunk_2pt,0.0
87,42.0,0.0,0.030851601588244317,shrunk_3pt,0.0
91,42.0,0.0,0.046243258224299005,prior_only,0.0
82,42.0,0.0,0.03869014172291746,shrunk_2pt,0.0
85,42.0,0.0,0.04790997476350241,shrunk_2pt,0.0
84,42.0,0.0,0.03936930703783644,shrunk_2pt,0.0
18,42.5,1.0,0.046243258224299005,prior_only,0.0
20,42.5,1.0,0.046243258224299005,prior_only,0.0
22,42.5,1.0,0.046243258224299005,prior_only,0.0
25,42.5,1.0,0.04549751675684551,shrunk_2pt,0.0
3,42.5,1.0,0.046243258224299005,prior_only,0.0
1,42.5,1.0,0.046243258224299005,prior_only,0.0
13,42.5,1.0,0.02327909372548424,shrunk_4pt,0.0
2,42.5,1.0,0.046243258224299005,prior_only,0.0
21,42.5,1.0,0.0444732248868849,shrunk_2pt,0.0
38,42.5,1.0,0.046243258224299005,prior_only,0.0
33,42.5,1.0,0.046243258224299005,prior_only,0.0
24,42.5,1.0,0.03931674119938526,shrunk_2pt,0.0
7,42.5,0.9999,0.046243258224299005,prior_only,0.0
26,42.5,0.9999,0.046243258224299005,prior_only,0.0
9,42.5,0.9996,0.046243258224299005,prior_only,0.0
42,42.5,0.9984,0.046243258224299005,prior_only,0.0
8,42.5,0.9975,0.04149445919805966,shrunk_2pt,0.0
43,42.5,0.9659,0.04141207229588298,shrunk_2pt,0.0
41,42.5,0.9072,0.046243258224299005,prior_only,0.0
5,42.5,0.8773,0.046243258224299005,prior_only,0.0
16,42.5,0.8651,0.046243258224299005,prior_only,0.0
6,42.5,0.8759,0.03987976648050284,shrunk_2pt,0.0
4,42.5,0.8292,0.03929644674190579,shrunk_2pt,0.0
11,42.5,0.693,0.041946262280916496,shrunk_2pt,0.0
58,42.5,0.6644,0.046243258224299005,prior_only,0.0
19,42.5,0.6726,0.04316857399821586,shrunk_2pt,0.0
28,42.5,0.6957,0.028988076157790803,shrunk_4pt,0.0
34,42.5,0.5789,0.03876463319237573,shrunk_2pt,0.0
27,42.5,0.5631,0.03869462782660454,shrunk_2pt,0.0
53,42.5,0.5242,0.04192091505846978,shrunk_2pt,0.0
15,42.5,0.4846,0.046243258224299005,prior_only,0.0
14,42.5,0.3236,0.03990244416748726,shrunk_2pt,0.0
10,42.5,0.2959,0.04229098671158475,shrunk_2pt,0.0
31,42.5,0.2943,0.046243258224299005,prior_only,0.0
23,42.5,0.1935,0.03905647775388147,shrunk_2pt,0.0
36,42.5,0.1755,0.03932308887968287,shrunk_2pt,0.0
49,42.5,0.1664,0.03895325034755685,shrunk_2pt,0.0
52,42.5,0.1471,0.038724948948183756,shrunk_2pt,0.0
35,42.5,0.1846,0.046243258224299005,prior_only,0.0
64,42.5,0.0865,0.043845325043149565,shrunk_2pt,0.0
17,42.5,0.0875,0.046243258224299005,prior_only,0.0
60,42.5,0.0741,0.046243258224299005,prior_only,0.0
39,42.5,0.0469,0.04047903264826666,shrunk_2pt,0.0
72,42.5,0.0566,0.04831661441098122,shrunk_2pt,0.0
32,42.5,0.0294,0.0408933423742721,shrunk_2pt,0.0
44,42.5,0.0392,0.046243258224299005,prior_only,0.0
75,42.5,0.0156,0.03869207221304435,shrunk_2pt,0.0
37,42.5,0.0217,0.046243258224299005,prior_only,0.0
29,42.5,0.0172,0.046243258224299005,prior_only,0.0
89,42.5,0.0038,0.040486447600887855,shrunk_2pt,0.0
73,42.5,0.0043,0.046243258224299005,prior_only,0.0
68,42.5,0.0037,0.046243258224299005,prior_only,0.0
57,42.5,0.0004,0.0386898982492774,shrunk_2pt,0.0
59,42.5,0.0023,0.046243258224299005,prior_only,0.0
70,42.5,0.0002,0.0390067544937981,shrunk_2pt,0.0
65,42.5,0.0012,0.046243258224299005,prior_only,0.0
56,42.5,0.0002,0.03954543516689933,shrunk_2pt,0.0
74,42.5,0.0002,0.03885677339974896,shrunk_2pt,0.0
45,42.5,0.0002,0.039497491958850224,shrunk_2pt,0.0
61,42.5,0.0002,0.040505534023629886,shrunk_2pt,0.0
54,42.5,0.0004,0.042460330670396784,shrunk_2pt,0.0
66,42.5,0.0001,0.03881097456312374,shrunk_2pt,0.0
99,42.5,0.0003,0.041880751839472014,shrunk_2pt,0.0
47,42.5,0.0002,0.04075872356366718,shrunk_2pt,0.0
50,42.5,0.0008,0.046243258224299005,prior_only,0.0
48,42.5,0.0001,0.03870392324480088,shrunk_2pt,0.0
95,42.5,0.0007,0.04844025308913485,shrunk_2pt,0.0
46,42.5,0.0,0.03869169947985534,shrunk_2pt,0.0
88,42.5,0.0,0.026258343170883415,shrunk_4pt,0.0
62,42.5,0.0,0.038787270068147854,shrunk_2pt,0.0
86,42.5,0.0,0.02042796468887392,shrunk_4pt,0.0
94,42.5,0.0002,0.052099588641748774,shrunk_2pt,0.0
67,42.5,0.0,0.046243258224299005,prior_only,0.0
92,42.5,0.0,0.046243258224299005,prior_only,0.0
96,42.5,0.0,0.040050704265211595,shrunk_2pt,0.0
77,42.5,0.0,0.03869087436772964,shrunk_2pt,0.0
51,42.5,0.0,0.046243258224299005,prior_only,0.0
76,42.5,0.0,0.046243258224299005,prior_only,0.0
71,42.5,0.0,0.038781463130462705,shrunk_2pt,0.0
30,42.5,0.0,0.02806587660059381,shrunk_3pt,0.0
97,42.5,0.0,0.039069238137432856,shrunk_2pt,0.0
12,42.5,0.0,0.046243258224299005,prior_only,0.0
79,42.5,0.0,0.038729145337064154,shrunk_2pt,0.0
81,42.5,0.0,0.046243258224299005,prior_only,0.0
55,42.5,0.0,0.03971511677106638,shrunk_2pt,0.0
83,42.5,0.0,0.03613161278105033,shrunk_3pt,0.0
90,42.5,0.0005,0.07715327858788477,shrunk_3pt,0.0
78,42.5,0.0,0.046243258224299005,prior_only,0.0
98,42.5,0.0,0.046243258224299005,prior_only,0.0
69,42.5,0.0,0.0411616812319351,shrunk_2pt,0.0
93,42.5,0.0,0.046243258224299005,prior_only,0.0
63,42.5,0.0,0.03880601126809399,shrunk_2pt,0.0
80,42.5,0.0,0.02661148274072227,shrunk_3pt,0.0
40,42.5,0.0,0.044010025410574784,shrunk_2pt,0.0
87,42.5,0.0,0.030851601588244317,shrunk_3pt,0.0
91,42.5,0.0,0.046243258224299005,prior_only,0.0
82,42.5,0.0,0.03869014172291746,shrunk_2pt,0.0
85,42.5,0.0,0.04790997476350241,shrunk_2pt,0.0
84,42.5,0.0,0.03936930703783644,shrunk_2pt,0.0
18,43.0,1.0,0.046243258224299005,prior_only,0.0
20,43.0,1.0,0.046243258224299005,prior_only,0.0
22,43.0,1.0,0.046243258224299005,prior_only,0.0
25,43.0,1.0,0.04549751675684551,shrunk_2pt,0.0
3,43.0,1.0,0.046243258224299005,prior_only,0.0
1,43.0,1.0,0.046243258224299005,prior_only,0.0
13,43.0,1.0,0.02327909372548424,shrunk_4pt,0.0
2,43.0,1.0,0.046243258224299005,prior_only,0.0
21,43.0,1.0,0.0444732248868849,shrunk_2pt,0.0
38,43.0,1.0,0.046243258224299005,prior_only,0.0
33,43.0,1.0,0.046243258224299005,prior_only,0.0
24,43.0,1.0,0.03931674119938526,shrunk_2pt,0.0
7,43.0,0.9999,0.046243258224299005,prior_only,0.0
26,43.0,0.9999,0.046243258224299005,prior_only,0.0
9,43.0,0.9997,0.046243258224299005,prior_only,0.0
42,43.0,0.9988,0.046243258224299005,prior_only,0.0
8,43.0,0.9983,0.04149445919805966,shrunk_2pt,0.0
43,43.0,0.9741,0.04141207229588298,shrunk_2pt,0.0
41,43.0,0.9239,0.046243258224299005,prior_only,0.0
5,43.0,0.8979,0.046243258224299005,prior_only,0.0
16,43.0,0.8871,0.046243258224299005,prior_only,0.0
6,43.0,0.8998,0.03987976648050284,shrunk_2pt,0.0
4,43.0,0.8595,0.03929644674190579,shrunk_2pt,0.0
11,43.0,0.7335,0.041946262280916496,shrunk_2pt,0.0
58,43.0,0.7029,0.046243258224299005,prior_only,0.0
19,43.0,0.7133,0.04316857399821586,shrunk_2pt,0.0
28,43.0,0.7532,0.028988076157790803,shrunk_4pt,0.0
34,43.0,0.6286,0.03876463319237573,shrunk_2pt,0.0
27,43.0,0.6134,0.03869462782660454,shrunk_2pt,0.0
53,43.0,0.5714,0.04192091505846978,shrunk_2pt,0.0
15,43.0,0.5277,0.046243258224299005,prior_only,0.0
14,43.0,0.3698,0.03990244416748726,shrunk_2pt,0.0
10,43.0,0.338,0.04229098671158475,shrunk_2pt,0.0
31,43.0,0.3326,0.046243258224299005,prior_only,0.0
23,43.0,0.2305,0.03905647775388147,shrunk_2pt,0.0
36,43.0,0.2103,0.03932308887968287,shrunk_2pt,0.0
49,43.0,0.2004,0.03895325034755685,shrunk_2pt,0.0
52,43.0,0.1788,0.038724948948183756,shrunk_2pt,0.0
35,43.0,0.2148,0.046243258224299005,prior_only,0.0
64,43.0,0.1059,0.043845325043149565,shrunk_2pt,0.0
17,43.0,0.106,0.046243258224299005,prior_only,0.0
60,43.0,0.0904,0.046243258224299005,prior_only,0.0
39,43.0,0.0603,0.04047903264826666,shrunk_2pt,0.0
72,43.0,0.0693,0.04831661441098122,shrunk_2pt,0.0
32,43.0,0.0385,0.0408933423742721,shrunk_2pt,0.0
44,43.0,0.0493,0.046243258224299005,prior_only,0.0
75,43.0,0.0214,0.03869207221304435,shrunk_2pt,0.0
37,43.0,0.0279,0.046243258224299005,prior_only,0.0
29,43.0,0.0224,0.046243258224299005,prior_only,0.0
89,43.0,0.0054,0.040486447600887855,shrunk_2pt,0.0
73,43.0,0.0058,0.046243258224299005,prior_only,0.0
68,43.0,0.0051,0.046243258224299005,prior_only,0.0
57,43.0,0.0007,0.0386898982492774,shrunk_2pt,0.0
59,43.0,0.0032,0.046243258224299005,prior_only,0.0
70,43.0,0.0003,0.0390067544937981,shrunk_2pt,0.0
65,43.0,0.0017,0.046243258224299005,prior_only,0.0
56,43.0,0.0003,0.03954543516689933,shrunk_2pt,0.0
74,43.0,0.0002,0.03885677339974896,shrunk_2pt,0.0
45,43.0,0.0003,0.039497491958850224,shrunk_2pt,0.0
61,43.0,0.0004,0.040505534023629886,shrunk_2pt,0.0
54,43.0,0.0006,0.042460330670396784,shrunk_2pt,0.0
66,43.0,0.0002,0.03881097456312374,shrunk_2pt,0.0
99,43.0,0.0004,0.041880751839472014,shrunk_2pt,0.0
47,43.0,0.0003,0.04075872356366718,shrunk_2pt,0.0
50,43.0,0.0012,0.046243258224299005,prior_only,0.0
48,43.0,0.0001,0.03870392324480088,shrunk_2pt,0.0
95,43.0,0.0011,0.04844025308913485,shrunk_2pt,0.0
46,43.0,0.0,0.03869169947985534,shrunk_2pt,0.0
88,43.0,0.0,0.026258343170883415,shrunk_4pt,0.0
62,43.0,0.0,0.038787270068147854,shrunk_2pt,0.0
86,43.0,0.0,0.02042796468887392,shrunk_4pt,0.0
94,43.0,0.0002,0.052099588641748774,shrunk_2pt,0.0
67,43.0,0.0,0.046243258224299005,prior_only,0.0
92,43.0,0.0,0.046243258224299005,prior_only,0.0
96,43.0,0.0,0.040050704265211595,shrunk_2pt,0.0
77,43.0,0.0,0.03869087436772964,shrunk_2pt,0.0
51,43.0,0.0,0.046243258224299005,prior_only,0.0
76,43.0,0.0,0.046243258224299005,prior_only,0.0
71,43.0,0.0,0.038781463130462705,shrunk_2pt,0.0
30,43.0,0.0,0.02806587660059381,shrunk_3pt,0.0
97,43.0,0.0,0.039069238137432856,shrunk_2pt,0.0
12,43.0,0.0,0.046243258224299005,prior_only,0.0
79,43.0,0.0,0.038729145337064154,shrunk_2pt,0.0
81,43.0,0.0,0.046243258224299005,prior_only,0.0
55,43.0,0.0,0.03971511677106638,shrunk_2pt,0.0
83,43.0,0.0,0.03613161278105033,shrunk_3pt,0.0
90,43.0,0.0007,0.07715327858788477,shrunk_3pt,0.0
78,43.0,0.0,0.046243258224299005,prior_only,0.0
98,43.0,0.0,0.046243258224299005,prior_only,0.0
69,43.0,0.0,0.0411616812319351,shrunk_2pt,0.0
93,43.0,0.0,0.046243258224299005,prior_only,0.0
63,43.0,0.0,0.03880601126809399,shrunk_2pt,0.0
80,43.0,0.0,0.02661148274072227,shrunk_3pt,0.0
40,43.0,0.0,0.044010025410574784,shrunk_2pt,0.0
87,43.0,0.0,0.030851601588244317,shrunk_3pt,0.0
91,43.0,0.0,0.046243258224299005,prior_only,0.0
82,43.0,0.0,0.03869014172291746,shrunk_2pt,0.0
85,43.0,0.0,0.04790997476350241,shrunk_2pt,0.0
84,43.0,0.0,0.03936930703783644,shrunk_2pt,0.0
18,43.5,1.0,0.046243258224299005,prior_only,0.0
20,43.5,1.0,0.046243258224299005,prior_only,0.0
22,43.5,1.0,0.046243258224299005,prior_only,0.0
25,43.5,1.0,0.04549751675684551,shrunk_2pt,0.0
3,43.5,1.0,0.046243258224299005,prior_only,0.0
1,43.5,1.0,0.046243258224299005,prior_only,0.0
13,43.5,1.0,0.02327909372548424,shrunk_4pt,0.0
2,43.5,1.0,0.046243258224299005,prior_only,0.0
21,43.5,1.0,0.0444732248868849,shrunk_2pt,0.0
38,43.5,1.0,0.046243258224299005,prior_only,0.0
33,43.5,1.0,0.046243258224299005,prior_only,0.0
24,43.5,1.0,0.03931674119938526,shrunk_2pt,0.0
7,43.5,1.0,0.046243258224299005,prior_only,0.0
26,43.5,1.0,0.046243258224299005,prior_only,0.0
9,43.5,0.9998,0.046243258224299005,prior_only,0.0
42,43.5,0.9992,0.046243258224299005,prior_only,0.0
8,43.5,0.9989,0.04149445919805966,shrunk_2pt,0.0
43,43.5,0.9806,0.04141207229588298,shrunk_2pt,0.0
41,43.5,0.9382,0.046243258224299005,prior_only,0.0
5,43.5,0.9159,0.046243258224299005,prior_only,0.0
16,43.5,0.9065,0.046243258224299005,prior_only,0.0
6,43.5,0.9201,0.03987976648050284,shrunk_2pt,0.0
4,43.5,0.886,0.03929644674190579,shrunk_2pt,0.0
11,43.5,0.7712,0.041946262280916496,shrunk_2pt,0.0
58,43.5,0.7392,0.046243258224299005,prior_only,0.0
19,43.5,0.7513,0.04316857399821586,shrunk_2pt,0.0
28,43.5,0.8043,0.028988076157790803,shrunk_4pt,0.0
34,43.5,0.6762,0.03876463319237573,shrunk_2pt,0.0
27,43.5,0.6618,0.03869462782660454,shrunk_2pt,0.0
53,43.5,0.6177,0.04192091505846978,shrunk_2pt,0.0
15,43.5,0.5705,0.046243258224299005,prior_only,0.0
14,43.5,0.418,0.03990244416748726,shrunk_2pt,0.0
10,43.5,0.3822,0.04229098671158475,shrunk_2pt,0.0
31,43.5,0.3727,0.046243258224299005,prior_only,0.0
23,43.5,0.2712,0.03905647775388147,shrunk_2pt,0.0
36,43.5,0.2488,0.03932308887968287,shrunk_2pt,0.0
49,43.5,0.2383,0.03895325034755685,shrunk_2pt,0.0
52,43.5,0.2146,0.038724948948183756,shrunk_2pt,0.0
35,43.5,0.2477,0.046243258224299005,prior_only,0.0
64,43.5,0.1282,0.043845325043149565,shrunk_2pt,0.0
17,43.5,0.1271,0.046243258224299005,prior_only,0.0
60,43.5,0.1094,0.046243258224299005,prior_only,0.0
39,43.5,0.0765,0.04047903264826666,shrunk_2pt,0.0
72,43.5,0.0842,0.04831661441098122,shrunk_2pt,0.0
32,43.5,0.0499,0.0408933423742721,shrunk_2pt,0.0
44,43.5,0.0613,0.046243258224299005,prior_only,0.0
75,43.5,0.0289,0.03869207221304435,shrunk_2pt,0.0
37,43.5,0.0356,0.046243258224299005,prior_only,0.0
29,43.5,0.0288,0.046243258224299005,prior_only,0.0
89,43.5,0.0077,0.040486447600887855,shrunk_2pt,0.0
73,43.5,0.0079,0.046243258224299005,prior_only,0.0
68,43.5,0.007,0.046243258224299005,prior_only,0.0
57,43.5,0.0011,0.0386898982492774,shrunk_2pt,0.0
59,43.5,0.0044,0.046243258224299005,prior_only,0.0
70,43.5,0.0004,0.0390067544937981,shrunk_2pt,0.0
65,43.5,0.0024,0.046243258224299005,prior_only,0.0
56,43.5,0.0005,0.03954543516689933,shrunk_2pt,0.0
74,43.5,0.0004,0.03885677339974896,shrunk_2pt,0.0
45,43.5,0.0005,0.039497491958850224,shrunk_2pt,0.0
61,43.5,0.0006,0.040505534023629886,shrunk_2pt,0.0
54,43.5,0.0009,0.042460330670396784,shrunk_2pt,0.0
66,43.5,0.0003,0.03881097456312374,shrunk_2pt,0.0
99,43.5,0.0007,0.041880751839472014,shrunk_2pt,0.0
47,43.5,0.0005,0.04075872356366718,shrunk_2pt,0.0
50,43.5,0.0017,0.046243258224299005,prior_only,0.0
48,43.5,0.0002,0.03870392324480088,shrunk_2pt,0.0
95,43.5,0.0015,0.04844025308913485,shrunk_2pt,0.0
46,43.5,0.0,0.03869169947985534,shrunk_2pt,0.0
88,43.5,0.0,0.026258343170883415,shrunk_4pt,0.0
62,43.5,0.0,0.038787270068147854,shrunk_2pt,0.0
86,43.5,0.0,0.02042796468887392,shrunk_4pt,0.0
94,43.5,0.0003,0.052099588641748774,shrunk_2pt,0.0
67,43.5,0.0,0.046243258224299005,prior_only,0.0
92,43.5,0.0,0.046243258224299005,prior_only,0.0
96,43.5,0.0,0.040050704265211595,shrunk_2pt,0.0
77,43.5,0.0,0.03869087436772964,shrunk_2pt,0.0
51,43.5,0.0,0.046243258224299005,prior_only,0.0
76,43.5,0.0,0.046243258224299005,prior_only,0.0
71,43.5,0.0,0.038781463130462705,shrunk_2pt,0.0
30,43.5,0.0,0.02806587660059381,shrunk_3pt,0.0
97,43.5,0.0,0.039069238137432856,shrunk_2pt,0.0
12,43.5,0.0,0.046243258224299005,prior_only,0.0
79,43.5,0.0,0.038729145337064154,shrunk_2pt,0.0
81,43.5,0.0,0.046243258224299005,prior_only,0.0
55,43.5,0.0,0.03971511677106638,shrunk_2pt,0.0
83,43.5,0.0,0.03613161278105033,shrunk_3pt,0.0
90,43.5,0.0008,0.07715327858788477,shrunk_3pt,0.0
78,43.5,0.0,0.046243258224299005,prior_only,0.0
98,43.5,0.0,0.046243258224299005,prior_only,0.0
69,43.5,0.0,0.0411616812319351,shrunk_2pt,0.0
93,43.5,0.0,0.046243258224299005,prior_only,0.0
63,43.5,0.0,0.03880601126809399,shrunk_2pt,0.0
80,43.5,0.0,0.02661148274072227,shrunk_3pt,0.0
40,43.5,0.0,0.044010025410574784,shrunk_2pt,0.0
87,43.5,0.0,0.030851601588244317,shrunk_3pt,0.0
91,43.5,0.0,0.046243258224299005,prior_only,0.0
82,43.5,0.0,0.03869014172291746,shrunk_2pt,0.0
85,43.5,0.0,0.04790997476350241,shrunk_2pt,0.0
84,43.5,0.0,0.03936930703783644,shrunk_2pt,0.0
18,44.0,1.0,0.046243258224299005,prior_only,0.0
20,44.0,1.0,0.046243258224299005,prior_only,0.0
22,44.0,1.0,0.046243258224299005,prior_only,0.0
25,44.0,1.0,0.04549751675684551,shrunk_2pt,0.0
3,44.0,1.0,0.046243258224299005,prior_only,0.0
1,44.0,1.0,0.046243258224299005,prior_only,0.0
13,44.0,1.0,0.02327909372548424,shrunk_4pt,0.0
2,44.0,1.0,0.046243258224299005,prior_only,0.0
21,44.0,1.0,0.0444732248868849,shrunk_2pt,0.0
38,44.0,1.0,0.046243258224299005,prior_only,0.0
33,44.0,1.0,0.046243258224299005,prior_only,0.0
24,44.0,1.0,0.03931674119938526,shrunk_2pt,0.0
7,44.0,1.0,0.046243258224299005,prior_only,0.0
26,44.0,1.0,0.046243258224299005,prior_only,0.0
9,44.0,0.9999,0.046243258224299005,prior_only,0.0
42,44.0,0.9994,0.046243258224299005,prior_only,0.0
8,44.0,0.9992,0.04149445919805966,shrunk_2pt,0.0
43,44.0,0.9856,0.04141207229588298,shrunk_2pt,0.0
41,44.0,0.9503,0.046243258224299005,prior_only,0.0
5,44.0,0.9314,0.046243258224299005,prior_only,0.0
16,44.0,0.9233,0.046243258224299005,prior_only,0.0
6,44.0,0.9371,0.03987976648050284,shrunk_2pt,0.0
4,44.0,0.9087,0.03929644674190579,shrunk_2pt,0.0
11,44.0,0.8056,0.041946262280916496,shrunk_2pt,0.0
58,44.0,0.773,0.046243258224299005,prior_only,0.0
19,44.0,0.7866,0.04316857399821586,shrunk_2pt,0.0
28,44.0,0.8484,0.028988076157790803,shrunk_4pt,0.0
34,44.0,0.7211,0.03876463319237573,shrunk_2pt,0.0
27,44.0,0.7077,0.03869462782660454,shrunk_2pt,0.0
53,44.0,0.6622,0.04192091505846978,shrunk_2pt,0.0
15,44.0,0.6125,0.046243258224299005,prior_only,0.0
14,44.0,0.4674,0.03990244416748726,shrunk_2pt,0.0
10,44.0,0.428,0.04229098671158475,shrunk_2pt,0.0
31,44.0,0.4143,0.046243258224299005,prior_only,0.0
23,44.0,0.3152,0.03905647775388147,shrunk_2pt,0.0
36,44.0,0.2908,0.03932308887968287,shrunk_2pt,0.0
49,44.0,0.2798,0.03895325034755685,shrunk_2pt,0.0
52,44.0,0.2541,0.038724948948183756,shrunk_2pt,0.0
35,44.0,0.2831,0.046243258224299005,prior_only,0.0
64,44.0,0.1537,0.043845325043149565,shrunk_2pt,0.0
17,44.0,0.151,0.046243258224299005,prior_only,0.0
60,44.0,0.131,0.046243258224299005,prior_only,0.0
39,44.0,0.0959,0.04047903264826666,shrunk_2pt,0.0
72,44.0,0.1013,0.04831661441098122,shrunk_2pt,0.0
32,44.0,0.0638,0.0408933423742721,shrunk_2pt,0.0
44,44.0,0.0756,0.046243258224299005,prior_only,0.0
75,44.0,0.0386,0.03869207221304435,shrunk_2pt,0.0
37,44.0,0.0449,0.046243258224299005,prior_only,0.0
29,44.0,0.0367,0.046243258224299005,prior_only,0.0
89,44.0,0.0107,0.040486447600887855,shrunk_2pt,0.0
73,44.0,0.0106,0.046243258224299005,prior_only,0.0
68,44.0,0.0094,0.046243258224299005,prior_only,0.0
57,44.0,0.0016,0.0386898982492774,shrunk_2pt,0.0
59,44.0,0.006,0.046243258224299005,prior_only,0.0
70,44.0,0.0007,0.0390067544937981,shrunk_2pt,0.0
65,44.0,0.0034,0.046243258224299005,prior_only,0.0
56,44.0,0.0008,0.03954543516689933,shrunk_2pt,0.0
74,44.0,0.0006,0.03885677339974896,shrunk_2pt,0.0
45,44.0,0.0007,0.039497491958850224,shrunk_2pt,0.0
61,44.0,0.0009,0.040505534023629886,shrunk_2pt,0.0
54,44.0,0.0013,0.042460330670396784,shrunk_2pt,0.0
66,44.0,0.0004,0.03881097456312374,shrunk_2pt,0.0
99,44.0,0.001,0.041880751839472014,shrunk_2pt,0.0
47,44.0,0.0007,0.04075872356366718,shrunk_2pt,0.0
50,44.0,0.0024,0.046243258224299005,prior_only,0.0
48,44.0,0.0003,0.03870392324480088,shrunk_2pt,0.0
95,44.0,0.0021,0.04844025308913485,shrunk_2pt,0.0
46,44.0,0.0,0.03869169947985534,shrunk_2pt,0.0
88,44.0,0.0,0.026258343170883415,shrunk_4pt,0.0
62,44.0,0.0,0.038787270068147854,shrunk_2pt,0.0
86,44.0,0.0,0.02042796468887392,shrunk_4pt,0.0
94,44.0,0.0005,0.052099588641748774,shrunk_2pt,0.0
67,44.0,0.0,0.046243258224299005,prior_only,0.0
92,44.0,0.0,0.046243258224299005,prior_only,0.0
96,44.0,0.0,0.040050704265211595,shrunk_2pt,0.0
77,44.0,0.0,0.03869087436772964,shrunk_2pt,0.0
51,44.0,0.0,0.046243258224299005,prior_only,0.0
76,44.0,0.0,0.046243258224299005,prior_only,0.0
71,44.0,0.0,0.038781463130462705,shrunk_2pt,0.0
30,44.0,0.0,0.02806587660059381,shrunk_3pt,0.0
97,44.0,0.0,0.039069238137432856,shrunk_2pt,0.0
12,44.0,0.0,0.046243258224299005,prior_only,0.0
79,44.0,0.0,0.038729145337064154,shrunk_2pt,0.0
81,44.0,0.0,0.046243258224299005,prior_only,0.0
55,44.0,0.0,0.03971511677106638,shrunk_2pt,0.0
83,44.0,0.0,0.03613161278105033,shrunk_3pt,0.0
90,44.0,0.001,0.07715327858788477,shrunk_3pt,0.0
78,44.0,0.0,0.046243258224299005,prior_only,0.0
98,44.0,0.0,0.046243258224299005,prior_only,0.0
69,44.0,0.0,0.0411616812319351,shrunk_2pt,0.0
93,44.0,0.0,0.046243258224299005,prior_only,0.0
63,44.0,0.0,0.03880601126809399,shrunk_2pt,0.0
80,44.0,0.0,0.02661148274072227,shrunk_3pt,0.0
40,44.0,0.0,0.044010025410574784,shrunk_2pt,0.0
87,44.0,0.0,0.030851601588244317,shrunk_3pt,0.0
91,44.0,0.0,0.046243258224299005,prior_only,0.0
82,44.0,0.0,0.03869014172291746,shrunk_2pt,0.0
85,44.0,0.0,0.04790997476350241,shrunk_2pt,0.0
84,44.0,0.0,0.03936930703783644,shrunk_2pt,0.0
18,44.5,1.0,0.046243258224299005,prior_only,0.0
20,44.5,1.0,0.046243258224299005,prior_only,0.0
22,44.5,1.0,0.046243258224299005,prior_only,0.0
25,44.5,1.0,0.04549751675684551,shrunk_2pt,0.0
3,44.5,1.0,0.046243258224299005,prior_only,0.0
1,44.5,1.0,0.046243258224299005,prior_only,0.0
